reviewHeadline,authorJobLocation,reviewDescription,company,compensationAndBenefitsRating,authorJob,cultureAndValuesRating,workLifeBalanceRating,careerOpportunitiesRating,seniorLeadershipRating,reviewDate
"Excellent company values, well managed, and strong strategic planning.",Sydney,"BNP Paribas is an excellent global financial services leader. The bank has a strong culture which is underpinned by strong management at board and senior management levels. The company has sound values, policies, procedures and good plans to deal with short-medium-and long-term goals. Corporate, Social, and Environmental concerns are strong values the company lives. Also, a diverse workforce is regularly measured and action plans, where needed are implemented to address any concerns.",BNP Paribas,5.0,"Chief Audit Executive (Employé actuel), ",5.0,4.0,4.0,5.0,12 octobre 2012
The bank gives you a life,"New York, NY","Typical working hours with lots of vacations.,Fair bosses who listens to your concerns and judges your job most of the time instead of judging you.,One of the best place to work if you are in banking industry.",BNP Paribas,4.0,"Prime Brokerage Risk Analyst (Part-time) (Employé actuel), ",5.0,5.0,4.0,4.0,12 octobre 2012
good,"Manhattan, NY","good place to work! BNP is a company you will never want to miss!,After all this is my first internship, I really really like that",BNP Paribas,5.0,"CMS Designer and developer (Employé actuel), ",5.0,5.0,5.0,5.0,5 octobre 2012
Very nice place to work and enviroment good,"Jersey City, NJ",review all incoming and outgoing payments making sure they all were dont in a timely matter learned others function of the payment area got along very well with co workers. Were the hours from 2am to 11am my job was very excited and profesional.,BNP Paribas,5.0,"Payments Specialist (Ancien employé), ",5.0,5.0,3.0,5.0,24 septembre 2012
Challenging workplace,"São Paulo, SP","Work in BNP Paribas software department is a great opportunity cause you face very different systems, most of the time, integrated each other.,I've learned to work with strict quality software process there (CMMI level 4).,You always need to deal with people around the world which english is not the first language.",BNP Paribas,4.0,"System Analyst & Java Developer Senior (Employé actuel), ",5.0,5.0,5.0,5.0,15 septembre 2012
Equipe excelente de trabalhar,"Lisboa, P11","Rever as rotinas da noite anteriort,A der mais dinamico no atendimento dos pedidos extraordinarios dos usuarios,o gerente dominava completamente o que fazia a aplicação e estava sempre disposto a passar seu conhecimento aos outros membros da equipe,Eramos apenas dois analistas e mais o gerente mas formavamos uma equipe entrosada be afinada,Nos primeiros meses entnder o frances que era o idioma com o qual comunicavamo-nos,Receber os agradecimentos dos usuarios por termos atendido bem os pedidos",BNP Paribas,4.0,"Analista de sistemas (Ancien employé), ",4.0,5.0,3.0,5.0,13 septembre 2012
Loan Review,New York NY," Performed credit reviews of selected counterparties to independently assess the adequacy of the assigned credit rating, the global recovery rates and the adequacy of reserves, Reviewed the transaction structure to ensure adherence to local and global policies and verified that risks were adequately assessed, Verified legal documentation to ensure compliance with credit approvals, Assessed the risks posed by weaknesses and crafted suitable recommendations for resolution",BNP Paribas,5.0,"Vice President (Ancien employé), ",5.0,5.0,5.0,5.0,4 septembre 2012
Fun workplace,IT Officer,"BNP Paribas is a International Bank, Head office located in France.",BNP Paribas,3.0,"IT Officer (Employé actuel), ",3.0,3.0,2.0,3.0,25 août 2012
De bank is een fijn bedrijf om te werken,Leuven,Functie als commercieel adviseur bij BNP Paribas Fortis. Het werken in deze bank is erg aagenaam.,BNP Paribas,4.0,"commercieel adviseur (Ancien employé), ",5.0,3.0,5.0,4.0,19 juillet 2012
Productive,chennai,We got an opportunity to go to Sydney to migrate the process.,BNP Paribas,4.0,"Sr.Associate (Employé actuel), ",2.0,3.0,3.0,2.0,4 juillet 2012
Als werkgever geen hoogvlieger,Brussel,"Elke dag maak je zelf. Je gaat om met stress in de positieve of in de negatieve zin.,Ik heb geleerd dat je werk en privé strikt gescheiden moet houden.,Geen extra commentaar hieromtrent",BNP Paribas,3.0,"Senior Buyer / Project Leader (Ancien employé), ",3.0,3.0,3.0,3.0,12 juin 2012
"Good place, but average pay for work","New York, NY","Great atmosphere, very collaborative and helpful. Pay is behind other market players.",BNP Paribas,3.0,"Sales & Trading Associate Intern (Ancien employé), ",0.0,0.0,0.0,0.0,3 juin 2012
Business Continuity Project,London,"Developed project management skills. Working with internal and external contract managers to develop action plans and work streams to mitigate the impact of the Olympic Games.,Good supportive environment.",BNP Paribas,4.0,"Project Manager (Employé actuel), ",5.0,4.0,3.0,4.0,1 juin 2012
Buena,Madrid,Empresa del sector financierocon un buen equipo gestor pero con quizas demasiada estructura burocratica y administrativa,BNP Paribas,3.0,"Senior Relationship Manager (Ancien employé), ",3.0,3.0,3.0,3.0,24 mai 2012
Learning and productive,"Mumbai,India","Learnt new technologies.,Enjoyed the Process and environment",BNP Paribas,5.0,"IT security Administrator (Ancien employé), ",0.0,0.0,0.0,0.0,19 mai 2012
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
"Fast paced, intense but rewarding workplace.",New York City,"A typical day at work involved arriving at my desk by 8:00 am to begin reviewing trade papers and other news services to learn about what was happening in markets that day. I worked on a trading floor and was a member of an eight-person trading desk. The trading floor is fast paced and intense and it was not uncommon to be switching between tasks several times a day. My manager's style was less involved, which I favored. My co-workers were excellent professionals that were very knowledgeable and always willing to lend a helpful hand. I'm sure they would describe me in the same way. The most difficult part of my position was attempting to communicate market nuances in the sector that I covered. One of the most valuable skills that I further developed was providing market analyses in formats that cross functional banking teams could digest. This required interaction with very senior banking staff members. The most enjoyable part of my position was working within the trading floor environment. There was plenty of banter and camaraderie between my co-workers and I.",BNP Paribas,5.0,"Vice President (Ancien employé), ",5.0,4.0,2.0,3.0,8 mai 2012
Great management,"New York, NY","Great management,Wonderful work environment,Family orieneted",BNP Paribas,5.0,"Derivatives Documentation Analyst (Employé actuel), ",5.0,5.0,5.0,5.0,1 mai 2012
Productive workplace,"New York, NY","Productive workplace,long hours, smart people. I worked with a good team. Co-workers were a fun group.",BNP Paribas,4.0,"AVP/CASH MANAGEMENT/ PORTFOLIO ADMINISTRATOR (Ancien employé), ",2.0,3.0,2.0,3.0,26 avril 2012
nice place to work,new york,"managers and clerks were fun to work with.benefits were good. nice work place, long commute, would recommend people to work there",BNP Paribas,3.0,"Securities Senior Associate (Ancien employé), ",3.0,3.0,3.0,3.0,19 avril 2012
Very nice place to work,"New York, NY","As the Administrative Assistant to 4 Managing Directors; 2 Directors; Vice Presidents in the Latin American and Mining and Metal Teams; a typical day involved heavy planning of travel including air, hotel, ground transportation. I learned the workings of the Oil and Gas as well as Mining industries. My managers were very helpful and provided a very cohesive working environment. My co-workers were superb hailing from France, Latin America and everyone came together sharing values and customs. At times, planned travel schedules will change abruptly to accommodate rescheduling of meetings, which sometimes resulted in a challenge of securing new flights and hotels. With very good relationship working with travel service, I was able to solve these issues to accommodate needed changes to itineraries.,The most enjoyable part of the job was meeting and working with employees from many countries as we also had summer interns, where I assisted with on-boarding.",BNP Paribas,1.0,"Administrative Assistant to 4 Managing Directors (Ancien employé), ",4.0,4.0,1.0,4.0,6 avril 2012
Excellent company,New York,"Busy, very corporate, but friendly environment. Fine co-workers. Sometimes stressfull, but overall very fulfilling.",BNP Paribas,5.0,"Executive Assistant (Ancien employé), ",5.0,5.0,5.0,5.0,30 mars 2012
"Good for resume experience, hard to advance within company.","Chicago, IL",Great international exposure but limited advancement within North America. Overall not a bad place to work.,BNP Paribas,3.0,"Portfolio Administrator (Employé actuel), ",3.0,4.0,2.0,3.0,19 mars 2012
Not a good place for performers,Jersey City,"Nepotism, useless management, and slow. No value for individual thinking, intellectualism and higher education.",BNP Paribas,3.0,"Senior Technical Architect (Employé actuel), ",2.0,2.0,4.0,1.0,15 mars 2012
Large International Bank culture in US,New York,"HR / Benefits very good- from the orientation to the exit interview, HR was very professional. Typical large European bank culture ( meetings after meetings)",BNP Paribas,4.0,"Director (Ancien employé), ",2.0,2.0,2.0,2.0,13 mars 2012
Productive place to work,"New York, New York",Management was there to help when needed. Worked hard but you were compensaed for it.,BNP Paribas,0.0,"Assistant Vice Predident (Ancien employé), ",0.0,3.0,0.0,4.0,9 mars 2012
